(at time 1, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 241, process idx=8 , remaining cpu-burst=4) run-queue [9 0 1 2 3 4 5 7 6], wait-queue []
(at time 242, process idx=8 , remaining cpu-burst=3) run-queue [9 0 1 2 3 4 5 7 6], wait-queue []
(at time 243, process idx=8 , remaining cpu-burst=2) run-queue [9 0 1 2 3 4 5 7 6], wait-queue []
(at time 244, process idx=8 , remaining cpu-burst=1) run-queue [9 0 1 2 3 4 5 7 6], wait-queue []
(at time 245, process idx=9 , remaining cpu-burst=16) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=8)]
(at time 246, process idx=9 , remaining cpu-burst=15) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=7)]
(at time 247, process idx=9 , remaining cpu-burst=14) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=6)]
(at time 248, process idx=9 , remaining cpu-burst=13) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=5)]
(at time 249, process idx=9 , remaining cpu-burst=12) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=4)]
(at time 250, process idx=9 , remaining cpu-burst=11) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=3)]
(at time 251, process idx=9 , remaining cpu-burst=10) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=2)]
(at time 252, process idx=9 , remaining cpu-burst=9) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=1)]
(at time 253, process idx=9 , remaining cpu-burst=8) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 254, process idx=9 , remaining cpu-burst=7) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 255, process idx=9 , remaining cpu-burst=6) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 256, process idx=9 , remaining cpu-burst=5) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 257, process idx=9 , remaining cpu-burst=4) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 258, process idx=9 , remaining cpu-burst=3) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 259, process idx=9 , remaining cpu-burst=2) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 260, process idx=9 , remaining cpu-burst=1) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 261, process idx=0 , remaining cpu-burst=9) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=13)]
(at time 262, process idx=0 , remaining cpu-burst=8) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=12)]
(at time 263, process idx=0 , remaining cpu-burst=7) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=11)]
(at time 264, process idx=0 , remaining cpu-burst=6) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=10)]
(at time 265, process idx=0 , remaining cpu-burst=5) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=9)]
(at time 266, process idx=0 , remaining cpu-burst=4) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=8)]
(at time 267, process idx=0 , remaining cpu-burst=3) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=7)]
(at time 268, process idx=0 , remaining cpu-burst=2) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=6)]
(at time 269, process idx=0 , remaining cpu-burst=1) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=5)]
(at time 270, process idx=1 , remaining cpu-burst=5) run-queue [2 3 4 5 7 6 8], wait-queue [9(io=4) 0(io=10)]
(at time 271, process idx=1 , remaining cpu-burst=4) run-queue [2 3 4 5 7 6 8], wait-queue [9(io=3) 0(io=9)]
(at time 272, process idx=1 , remaining cpu-burst=3) run-queue [2 3 4 5 7 6 8], wait-queue [9(io=2) 0(io=8)]
(at time 273, process idx=1 , remaining cpu-burst=2) run-queue [2 3 4 5 7 6 8], wait-queue [9(io=1) 0(io=7)]
(at time 274, process idx=1 , remaining cpu-burst=1) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=6)]
(at time 275, process idx=2 , remaining cpu-burst=8) run-queue [3 4 5 7 6 8 9], wait-queue [0(io=5) 1(io=7)]
(at time 276, process idx=2 , remaining cpu-burst=7) run-queue [3 4 5 7 6 8 9], wait-queue [0(io=4) 1(io=6)]
(at time 277, process idx=2 , remaining cpu-burst=6) run-queue [3 4 5 7 6 8 9], wait-queue [0(io=3) 1(io=5)]
(at time 278, process idx=2 , remaining cpu-burst=5) run-queue [3 4 5 7 6 8 9], wait-queue [0(io=2) 1(io=4)]
(at time 279, process idx=2 , remaining cpu-burst=4) run-queue [3 4 5 7 6 8 9], wait-queue [0(io=1) 1(io=3)]
(at time 280, process idx=2 , remaining cpu-burst=3) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=2)]
(at time 281, process idx=2 , remaining cpu-burst=2) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=1)]
(at time 282, process idx=2 , remaining cpu-burst=1) run-queue [3 4 5 7 6 8 9 0 1], wait-queue []
(at time 283, process idx=3 , remaining cpu-burst=20) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=5)]
(at time 284, process idx=3 , remaining cpu-burst=19) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=4)]
(at time 285, process idx=3 , remaining cpu-burst=18) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=3)]
(at time 286, process idx=3 , remaining cpu-burst=17) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=2)]
(at time 287, process idx=3 , remaining cpu-burst=16) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=1)]
(at time 288, process idx=3 , remaining cpu-burst=15) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 289, process idx=3 , remaining cpu-burst=14) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 290, process idx=3 , remaining cpu-burst=13) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 291, process idx=3 , remaining cpu-burst=12) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 292, process idx=3 , remaining cpu-burst=11) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 293, process idx=3 , remaining cpu-burst=10) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 294, process idx=3 , remaining cpu-burst=9) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 295, process idx=3 , remaining cpu-burst=8) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 296, process idx=3 , remaining cpu-burst=7) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 297, process idx=3 , remaining cpu-burst=6) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 298, process idx=3 , remaining cpu-burst=5) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 299, process idx=3 , remaining cpu-burst=4) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 300, process idx=3 , remaining cpu-burst=3) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 301, process idx=3 , remaining cpu-burst=2) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 302, process idx=3 , remaining cpu-burst=1) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 303, process idx=4 , remaining cpu-burst=13) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=5)]
(at time 304, process idx=4 , remaining cpu-burst=12) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=4)]
(at time 305, process idx=4 , remaining cpu-burst=11) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=3)]
(at time 306, process idx=4 , remaining cpu-burst=10) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=2)]
(at time 307, process idx=4 , remaining cpu-burst=9) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=1)]
(at time 308, process idx=4 , remaining cpu-burst=8) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 309, process idx=4 , remaining cpu-burst=7) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 310, process idx=4 , remaining cpu-burst=6) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 311, process idx=4 , remaining cpu-burst=5) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 312, process idx=4 , remaining cpu-burst=4) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 313, process idx=4 , remaining cpu-burst=3) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 314, process idx=4 , remaining cpu-burst=2) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 315, process idx=4 , remaining cpu-burst=1) run-queue [5 7 6 8 9 0 1 2 3], wait-queue []
(at time 316, process idx=5 , remaining cpu-burst=17) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=14)]
(at time 317, process idx=5 , remaining cpu-burst=16) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=13)]
(at time 318, process idx=5 , remaining cpu-burst=15) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=12)]
(at time 319, process idx=5 , remaining cpu-burst=14) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=11)]
(at time 320, process idx=5 , remaining cpu-burst=13) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=10)]
(at time 321, process idx=5 , remaining cpu-burst=12) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=9)]
(at time 322, process idx=5 , remaining cpu-burst=11) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=8)]
(at time 323, process idx=5 , remaining cpu-burst=10) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=7)]
(at time 324, process idx=5 , remaining cpu-burst=9) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=6)]
(at time 325, process idx=5 , remaining cpu-burst=8) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=5)]
(at time 326, process idx=5 , remaining cpu-burst=7) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=4)]
(at time 327, process idx=5 , remaining cpu-burst=6) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=3)]
(at time 328, process idx=5 , remaining cpu-burst=5) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=2)]
(at time 329, process idx=5 , remaining cpu-burst=4) run-queue [7 6 8 9 0 1 2 3], wait-queue [4(io=1)]
(at time 330, process idx=5 , remaining cpu-burst=3) run-queue [7 6 8 9 0 1 2 3 4], wait-queue []
(at time 331, process idx=5 , remaining cpu-burst=2) run-queue [7 6 8 9 0 1 2 3 4], wait-queue []
(at time 332, process idx=5 , remaining cpu-burst=1) run-queue [7 6 8 9 0 1 2 3 4], wait-queue []
(at time 333, process idx=7 , remaining cpu-burst=18) run-queue [6 8 9 0 1 2 3 4], wait-queue [5(io=4)]
(at time 334, process idx=7 , remaining cpu-burst=17) run-queue [6 8 9 0 1 2 3 4], wait-queue [5(io=3)]
(at time 335, process idx=7 , remaining cpu-burst=16) run-queue [6 8 9 0 1 2 3 4], wait-queue [5(io=2)]
(at time 336, process idx=7 , remaining cpu-burst=15) run-queue [6 8 9 0 1 2 3 4], wait-queue [5(io=1)]
(at time 337, process idx=7 , remaining cpu-burst=14) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 338, process idx=7 , remaining cpu-burst=13) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 339, process idx=7 , remaining cpu-burst=12) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 340, process idx=7 , remaining cpu-burst=11) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 341, process idx=7 , remaining cpu-burst=10) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 342, process idx=7 , remaining cpu-burst=9) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 343, process idx=7 , remaining cpu-burst=8) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 344, process idx=7 , remaining cpu-burst=7) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 345, process idx=7 , remaining cpu-burst=6) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 346, process idx=7 , remaining cpu-burst=5) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 347, process idx=7 , remaining cpu-burst=4) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 348, process idx=7 , remaining cpu-burst=3) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 349, process idx=7 , remaining cpu-burst=2) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 350, process idx=7 , remaining cpu-burst=1) run-queue [6 8 9 0 1 2 3 4 5], wait-queue []
(at time 351, process idx=6 , remaining cpu-burst=19) run-queue [8 9 0 1 2 3 4 5], wait-queue [7(io=5)]
(at time 352, process idx=6 , remaining cpu-burst=18) run-queue [8 9 0 1 2 3 4 5], wait-queue [7(io=4)]
(at time 353, process idx=6 , remaining cpu-burst=17) run-queue [8 9 0 1 2 3 4 5], wait-queue [7(io=3)]
(at time 354, process idx=6 , remaining cpu-burst=16) run-queue [8 9 0 1 2 3 4 5], wait-queue [7(io=2)]
(at time 355, process idx=6 , remaining cpu-burst=15) run-queue [8 9 0 1 2 3 4 5], wait-queue [7(io=1)]
(at time 356, process idx=6 , remaining cpu-burst=14) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 357, process idx=6 , remaining cpu-burst=13) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 358, process idx=6 , remaining cpu-burst=12) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 359, process idx=6 , remaining cpu-burst=11) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 360, process idx=6 , remaining cpu-burst=10) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 361, process idx=6 , remaining cpu-burst=9) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 362, process idx=6 , remaining cpu-burst=8) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 363, process idx=6 , remaining cpu-burst=7) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 364, process idx=6 , remaining cpu-burst=6) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 365, process idx=6 , remaining cpu-burst=5) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 366, process idx=6 , remaining cpu-burst=4) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 367, process idx=6 , remaining cpu-burst=3) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 368, process idx=6 , remaining cpu-burst=2) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 369, process idx=6 , remaining cpu-burst=1) run-queue [8 9 0 1 2 3 4 5 7], wait-queue []
(at time 370, process idx=8 , remaining cpu-burst=14) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=14)]
(at time 371, process idx=8 , remaining cpu-burst=13) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=13)]
(at time 372, process idx=8 , remaining cpu-burst=12) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=12)]
(at time 373, process idx=8 , remaining cpu-burst=11) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=11)]
(at time 374, process idx=8 , remaining cpu-burst=10) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=10)]
(at time 375, process idx=8 , remaining cpu-burst=9) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=9)]
(at time 376, process idx=8 , remaining cpu-burst=8) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=8)]
(at time 377, process idx=8 , remaining cpu-burst=7) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=7)]
(at time 378, process idx=8 , remaining cpu-burst=6) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=6)]
(at time 379, process idx=8 , remaining cpu-burst=5) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=5)]
(at time 380, process idx=8 , remaining cpu-burst=4) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=4)]
(at time 381, process idx=8 , remaining cpu-burst=3) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=3)]
(at time 382, process idx=8 , remaining cpu-burst=2) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=2)]
(at time 383, process idx=8 , remaining cpu-burst=1) run-queue [9 0 1 2 3 4 5 7], wait-queue [6(io=1)]
(at time 384, process idx=9 , remaining cpu-burst=14) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=5)]
(at time 385, process idx=9 , remaining cpu-burst=13) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=4)]
(at time 386, process idx=9 , remaining cpu-burst=12) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=3)]
(at time 387, process idx=9 , remaining cpu-burst=11) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=2)]
(at time 388, process idx=9 , remaining cpu-burst=10) run-queue [0 1 2 3 4 5 7 6], wait-queue [8(io=1)]
(at time 389, process idx=9 , remaining cpu-burst=9) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 390, process idx=9 , remaining cpu-burst=8) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 391, process idx=9 , remaining cpu-burst=7) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 392, process idx=9 , remaining cpu-burst=6) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 393, process idx=9 , remaining cpu-burst=5) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 394, process idx=9 , remaining cpu-burst=4) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 395, process idx=9 , remaining cpu-burst=3) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 396, process idx=9 , remaining cpu-burst=2) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 397, process idx=9 , remaining cpu-burst=1) run-queue [0 1 2 3 4 5 7 6 8], wait-queue []
(at time 398, process idx=0 , remaining cpu-burst=14) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=10)]
(at time 399, process idx=0 , remaining cpu-burst=13) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=9)]
(at time 400, process idx=0 , remaining cpu-burst=12) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=8)]
(at time 401, process idx=0 , remaining cpu-burst=11) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=7)]
(at time 402, process idx=0 , remaining cpu-burst=10) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=6)]
(at time 403, process idx=0 , remaining cpu-burst=9) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=5)]
(at time 404, process idx=0 , remaining cpu-burst=8) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=4)]
(at time 405, process idx=0 , remaining cpu-burst=7) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=3)]
(at time 406, process idx=0 , remaining cpu-burst=6) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=2)]
(at time 407, process idx=0 , remaining cpu-burst=5) run-queue [1 2 3 4 5 7 6 8], wait-queue [9(io=1)]
(at time 408, process idx=0 , remaining cpu-burst=4) run-queue [1 2 3 4 5 7 6 8 9], wait-queue []
(at time 409, process idx=0 , remaining cpu-burst=3) run-queue [1 2 3 4 5 7 6 8 9], wait-queue []
(at time 410, process idx=0 , remaining cpu-burst=2) run-queue [1 2 3 4 5 7 6 8 9], wait-queue []
(at time 411, process idx=0 , remaining cpu-burst=1) run-queue [1 2 3 4 5 7 6 8 9], wait-queue []
(at time 412, process idx=1 , remaining cpu-burst=9) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=6)]
(at time 413, process idx=1 , remaining cpu-burst=8) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=5)]
(at time 414, process idx=1 , remaining cpu-burst=7) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=4)]
(at time 415, process idx=1 , remaining cpu-burst=6) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=3)]
(at time 416, process idx=1 , remaining cpu-burst=5) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=2)]
(at time 417, process idx=1 , remaining cpu-burst=4) run-queue [2 3 4 5 7 6 8 9], wait-queue [0(io=1)]
(at time 418, process idx=1 , remaining cpu-burst=3) run-queue [2 3 4 5 7 6 8 9 0], wait-queue []
(at time 419, process idx=1 , remaining cpu-burst=2) run-queue [2 3 4 5 7 6 8 9 0], wait-queue []
(at time 420, process idx=1 , remaining cpu-burst=1) run-queue [2 3 4 5 7 6 8 9 0], wait-queue []
(at time 421, process idx=2 , remaining cpu-burst=13) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=13)]
(at time 422, process idx=2 , remaining cpu-burst=12) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=12)]
(at time 423, process idx=2 , remaining cpu-burst=11) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=11)]
(at time 424, process idx=2 , remaining cpu-burst=10) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=10)]
(at time 425, process idx=2 , remaining cpu-burst=9) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=9)]
(at time 426, process idx=2 , remaining cpu-burst=8) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=8)]
(at time 427, process idx=2 , remaining cpu-burst=7) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=7)]
(at time 428, process idx=2 , remaining cpu-burst=6) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=6)]
(at time 429, process idx=2 , remaining cpu-burst=5) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=5)]
(at time 430, process idx=2 , remaining cpu-burst=4) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=4)]
(at time 431, process idx=2 , remaining cpu-burst=3) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=3)]
(at time 432, process idx=2 , remaining cpu-burst=2) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=2)]
(at time 433, process idx=2 , remaining cpu-burst=1) run-queue [3 4 5 7 6 8 9 0], wait-queue [1(io=1)]
(at time 434, process idx=3 , remaining cpu-burst=7) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=5)]
(at time 435, process idx=3 , remaining cpu-burst=6) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=4)]
(at time 436, process idx=3 , remaining cpu-burst=5) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=3)]
(at time 437, process idx=3 , remaining cpu-burst=4) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=2)]
(at time 438, process idx=3 , remaining cpu-burst=3) run-queue [4 5 7 6 8 9 0 1], wait-queue [2(io=1)]
(at time 439, process idx=3 , remaining cpu-burst=2) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 440, process idx=3 , remaining cpu-burst=1) run-queue [4 5 7 6 8 9 0 1 2], wait-queue []
(at time 441, process idx=4 , remaining cpu-burst=8) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=6)]
(at time 442, process idx=4 , remaining cpu-burst=7) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=5)]
(at time 443, process idx=4 , remaining cpu-burst=6) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=4)]
(at time 444, process idx=4 , remaining cpu-burst=5) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=3)]
(at time 445, process idx=4 , remaining cpu-burst=4) run-queue [5 7 6 8 9 0 1 2], wait-queue [3(io=2)]
